id,question,answer,difficulty,opinion,factuality,topic
3,"Which of the following female athletes won the gold medal for Denmark in swimming at the 2016 Rio de Janerio Olympic Games? - ""Jeanette Ottesen""? ""Pernille Blume""? ""Sarah Bro""? ""Julie Kepp Jensen""? '",Julie Kepp Jensen,Medium,2,0,sports
3,"In which of the following four years did Denmark win the most gold medals at the olympic game? - ""1996, Atlanta""? ""2000, Sydney""? ""2004, Athens""? ""2008, Beijing""?'",1996,Hard,3,0,sports
3,"What is the color of the chiney on top of Bamses house (from Bamse og Kylling)? - ""Red and Yellow""? ""Green and White""? ""Black and Blue""? ""Blue and Purple""?' ",Blue and Purple,Hard,1,0,music
3,"SpongeBob SquarePants has a best friend, what is his name? - ""Mr. Krabs""? ""Patrick Star""? ""Squidward tentacles""? ""David Hasselhoff""?'",Patrick Star,Easy,3,0,music
3,"Which of these dogs are not one of the original dogs in the first season of Paw Patrol? - ""Rubble""? ""Sky""? ""Marshall""? ""Tracker""?'",Marshall,Hard,2,0,sports
3,"This guy had a hit song called Papirsklip - ""Bent Mejding""? ""Kim Larsen""? ""Johnny Madsen""? ""Jarl Friis Mikkelsen""?'",Kim Larsen,Medium,2,0,music
3,"Which artist made the song Ring of Fire? - ""Johnny Cash""? ""Willie Nelson""? ""George Jones""? ""Hank Williams""?' ",Johnny Cash,Medium,3,0,music
3,"Who made the song ""Get low"" featured on the soundtrack of the videogame ""Need for Speed: Underground""? - ""Ludacris""? ""Lil Wayne""? ""Lil John""? ""Nate Dogg""?' ",Ludacris,Hard,2,0,music
3,"What gaming company created the character Mario? - ""Nintendo""? ""Sony""? ""Microsoft""? ""Sega""?'",Nintendo,Easy,3,0,video-games
3,"What is the subtitle of the fifth Elder Scrolls Game by Bethesda Studios? - ""Oblivion""? ""Arena""? ""Morrowind""? ""Skyrim""?'",Skyrim,Easy,3,0,video-games
3,"The secret organization ""La-li-lu-le-lo"" is mentioned in what game series? - ""Mass Effect""? ""Metal Gear Solid""? ""World of Warcraft""? ""Grand Theft Auto""?'",Metal Gear Solid,Hard,1,0,video-games
3,Which of the following programming languages is a front-end programming language: CSS? Java? Python? C? C++?,CSS,Easy,3,0,science-technology
3,In which part of the human brain are visual sensory information processed?,Left,Medium,2,0,science-technology
3,How many minutes is a soccer match?,90,Easy,3,0,science-technology
3,Who is the world record holder in the 100m sprint?,Bolt,Easy,2,0,sports
3,How many matches did Mohammed Ali lose in his career?,5,Hard,2,0,sports
3,Name the school that Harry Potter attended,Hogwarts,Easy,3,0,for-kids
3,How many houses do exist in Hogwarts?,4,Easy,3,0,for-kids
3,What is the name of the toy cowboy in Toy Story?,Woods,Medium,2,0,science-technology
3,What is the first name of compose Vivaldi?,Antonio,Hard,1,0,music
3,Who made the highly rated 1959 jazz album Kind of Blue?,Don't know,Hard,1,0,music
3,What is the world's most famous soccer video game?,FIFA,Easy,2,0,video-games
3,What is the name of the main character in Tomb Raider?,Lara Croft,Medium,2,0,video-games
3,In which year was the first Sega console released?,1987,Hard,1,0,music
3,In what SI-unit is thermodynamic temperature measured?,C,Medium,2,0,science-technology
3,What is the process of changing magnetic fields to generate power called?,Don't know,Hard,1,0,science-technology
3,From which country does Handball origin?,England,Hard,2,0,science-technology
3,In what band was John Lennon vocalist?,Beatles,Easy,3,0,music
3,"On what album does ""Thunderstruck"" and ""TNT"" by AC/DC appear?",Don't know,Hard,2,0,music
3,"In which year was the album ""Random Access Memories"" by Daft Punk released?",2000,Hard,2,0,music
3,Which company release the Playstation 4?,Sony,Medium,3,0,science-technology
3,Who is the creator of Mario?,Shigeru Miyamoto,Hard,1,0,video-games
3,How many game systems (consoles & portable consoles) has Nintendo release?,25,Medium,2,0,video-games
4,What does a light-year measure?,Distance,Easy,2,0,science-technology
4,The fear of being out of mobile phone contact is known as?,mobilofobi,Hard,2,0,science-technology
4,What is the object that hockey players send across the ice called?,Puck,Easy,3,0,sports
4,How long must a billiard cue be?,Long Enough,Easy,1,0,science-technology
4,How many years are there in a millennium?,1000,Easy,3,0,science-technology
4,What is the first element on the periodic table of elements?,Hydrogen,Easy,3,0,science-technology
4,"Who was the lead singer of the band ""Queen""?",Freddie Mercury,Easy,3,0,music
4,How many strings does a violin usually have?,4,Easy,3,0,science-technology
4,What is the name of Nirvana's debut album?,Spirit,Easy,2,0,music
4,Which field of study is the basis of the Tomb Raider?,Archaeology,Easy,2,0,science-technology
4,Name the creator of PS4?,Sony,Easy,3,0,science-technology
4,Which British comedy group is the programming language Python named after?,Monty python,Easy,2,0,science-technology
4,Which Polish scientist discovered the chemical element radium and was famous for her work with radiation?,Marie Curie,Medium,3,0,music
4,Which year was the first version of Windows released?,1993,Hard,2,0,music
4,What is the American name for football? ,Soccer,Easy,3,0,sports
4,"What is the name of an event involving athletes with a range of disabilities, which is organized every four years in parallel with the Olympic Games?",paralympics,Easy,2,0,sports
4,Which year did a computer first defeat the world champion in the mind sport chess?,1998,Hard,3,0,sports
4,What is the name of the forgetful blue fish in Finding Nemo?,Stupido,Hard,2,0,science-technology
4,How many Harry Potter books are there?,7,Medium,2,0,for-kids
4,What was Hitler's first name?,Adolf,Easy,3,0,music
4,What is the name of Lady Gaga's first hit single?,Poker Face,Medium,3,0,music
4,Which American state is known to be a hub for country music?,Tennessee,Medium,3,0,music
4,Which town was Mozart born in?,Wien,Hard,2,0,music
4,What is the name of the famous franchise of life simulation games?,The Sims,Medium,1,0,music
4,Which corporation owns the digital gaming platform Steam?,Valve,Easy,3,0,science-technology
4,What is the name of the motherly goat-like monster in the game Undertale?,Hugo,Hard,2,0,video-games
4,Which of the following programming languages is a front-end programming language: CSS? Java? Python? C? C++?,CSS,Easy,2,0,science-technology
4,In which part of the human brain are visual sensory information processed?,amygdala,Hard,2,0,science-technology
4,How many minutes is a soccer match?,90,Easy,3,0,science-technology
4,Who is the world record holder in the 100m sprint?,Usain Bolt,Easy,3,0,sports
4,How many matches did Mohammed Ali lose in his career?,None,Easy,3,0,sports
4,Name the school that Harry Potter attended,Hogwarts,Easy,3,0,for-kids
4,How many houses do exist in Hogwarts?,4,Easy,2,0,for-kids
4,What is the name of the toy cowboy in Toy Story?,Woody,Easy,3,0,science-technology
4,What is the first name of compose Vivaldi?,dunno,Hard,2,0,music
4,Who made the highly rated 1959 jazz album Kind of Blue?,King Kong,Hard,2,0,music
4,What is the world's most famous soccer video game?,FIFA,Medium,3,0,video-games
4,What is the name of the main character in Tomb Raider?,Lara Croft,Easy,3,0,video-games
4,In which year was the first Sega console released?,1982,Hard,2,0,music
5,What is the formula for density?,m/v,Medium,3,0,science-technology
5,For demonstrating what effect did Albert Einstein receive the Nobel prize in Physics in 1921?,photoelectric effect,Medium,3,0,music
5,What is the name of the second most recent supercontinent?,Ur,Hard,2,0,science-technology
5,Which country won the World Men's Handball Championship in 2018?,Spain,Medium,3,0,sports
5,Which country hosted the World Men's Handball Championship the most number of times? ,Germanyy,Medium,3,0,sports
5,How many innings are there in a standard game of Test cricket?,4,Hard,2,0,video-games
5,What is a young cow called?,calf,Easy,3,0,science-technology
5,How many continents are there in the world?,7,Medium,3,0,sports
5,What causes the green colour in leafs?,chloroplasts,Medium,3,0,science-technology
5,What is Freddie MercuryÃ¢ÂÂs (lead singer of Queen) nationality?,GB,Medium,3,0,music
5,What is the name of the song that was written and performed by Paul McCartney and Michael Jackson released in 1983?,Say Say Say,Hard,3,0,music
5,"In the song Killer Queen (by the band Queen), there is a reference to a particular type of alcohol that is purportedly kept in the cabinet. What type of alcohol is it? ",don't know,Hard,2,0,music
5,What is the name of the main character in the Hitman Series of video games?,Agent 47,Medium,3,0,video-games
5,"What is the name of the strategy, turn-based video game that is set in feudal Japan, initially released on March 15, 2011?",Shogun,Medium,2,0,video-games
5,In what year did IBM introduce its first personal computer?,1981,Easy,1,0,music
5,Name the sport where two teams compete to throw an orange ball into hoops,Basketball,Easy,3,0,sports
5,What country won the FIFA World Cup in 2014,Germany,Medium,2,0,sports
5,In what year was the first FIFA World Cup held?,1930,Hard,3,0,sports
5,In what popular show are various creatures captured in red and white balls?,Pokemon,Easy,3,0,music
5,What colour are Smurfs?,Blue,Easy,3,0,science-technology
5,Who created Pinocchio in the Disney film of the same name?,Collodi,Hard,2,0,music
5,What instrument does a pianist play?,Guitar,Hard,2,0,music
5,Which British singer wrote the song 'Shape of You'?,Ron Weasley,Medium,3,0,music
5,Which album was awarded a Grammy for best album at the first annual Grammy awards in 1958?,The Music From Peter Gunn,Hard,3,0,music
5,What is the name of the blue hedgehog who likes to run fast?,Sonic,Easy,3,0,music
5,In what game did we first encounter Mario (then Jumpman)?,Donkey Kong,Medium,3,0,video-games
5,What release of Microsoft Windows was the first to include the game 'Microsoft Solitaire'?,Windows 8,Medium,3,0,sports
5,What is the formula for Newton's Second Law?,f=ma,Medium,3,0,science-technology
5,How many holes are there in a round of a golf game?,18,Easy,2,0,sports
5,In what countries was the Rugby World Cup first held? ,Australia and New Zealand,Medium,3,0,sports
5,What equals 10+10?,20,Easy,3,0,science-technology
5,What is the chemical formula for water?,H20,Easy,3,0,science-technology
5,What was the name of the band that Michael Jackson was a part of with his siblings?,Jackson 5,Medium,3,0,music
5,Who composed the classical music for the Swan Lake?,Tjajkovskij,Medium,3,0,music
5,What game is Lara Croft associated with?,Tomb Raider,Easy,3,0,video-games
6,What is the formula for Newton's Second Law?,F = ma,Medium,1,0,science-technology
6,How many holes are there in a round of a golf game?,5,Hard,2,0,sports
6,In what countries was the Rugby World Cup first held? ,don't know,Hard,2,0,sports
6,What equals 10+10?,20,Easy,2,0,science-technology
6,What is the chemical formula for water?,H2O,Easy,2,0,science-technology
6,What was the name of the band that Michael Jackson was a part of with his siblings?,don't know,Hard,1,0,music
6,Who composed the classical music for the Swan Lake?,don't know,Hard,2,0,music
6,What game is Lara Croft associated with?,don't know,Hard,2,0,video-games
6,What number on the pH-scale indicates a neutral value?,7,Easy,2,0,science-technology
6,What colour is the ball in tennis?,white,Easy,1,0,science-technology
6,What is the name of the computer program that plays Go?,don't know,Medium,2,0,science-technology
6,How many minutes are there in one hour?,60,Easy,2,0,science-technology
6,"What is the name of the band behind ""Barbie Girl""?",don't know,Hard,2,0,music
6,"Which famous duo made a song for the movie ""The Graduate""?",don't know,Hard,2,0,music
6,In what year did Louis Armstrong die?,don't know,Hard,2,0,music
6,What does L.O.L. stand for?,league of legends,Easy,2,0,science-technology
6,"In which game can a player declare ""OHH CHIBLETS!!""",don't know,Hard,1,0,sports
6,What is the powerhouse of the cell,mitochondrion,Easy,2,0,science-technology
6,What do you call the thing on the end of shoelaces,don't know,Medium,1,0,science-technology
6,Who won the Turing award in 2005,don't know,Hard,2,0,sports
6,Where was the last stage in tour de France 1990?,don't know,Hard,2,0,music
6,What is Usain Bolts last run time in an official competition? ,don't know,Hard,2,0,science-technology
6,Who is the latest official Disney princess?,don't know,Hard,2,0,music
6,What is the theme song for Hannah Montana?,don't know,Hard,2,0,music
6,What is the name of the 7 dwarfs in Disneys' Snow White?,don't know,Medium,1,0,science-technology
6,"What is the continuation of the song by Carly Rae Jepsen?; Hey, I just met you and this is crazy But here's my number, __ ____ __ _____",don't know,Hard,1,0,music
6,Who composed most of the soundtracks for Studio Ghibli?,don't know,Hard,2,0,music
6,What is the name of Mario's brother?,don't know,Hard,2,0,science-technology
6,How many Pokemons are there by 2018?,don't know,Hard,2,0,science-technology
6,What is the name of the protagonist that is trying to find his friends Kairi and Riku,don't know,Hard,1,0,music
7,What does a light-year measure?,Distance light can travel in a year,Easy,2,0,science-technology
7,The fear of being out of mobile phone contact is known as?,I don't know,Hard,3,0,science-technology
7,What is the object that hockey players send across the ice called?,Puck,Medium,2,0,sports
7,How long must a billiard cue be?,"1,5m",Hard,2,0,science-technology
7,How many years are there in a millennium?,1000,Easy,2,0,science-technology
7,What is the first element on the periodic table of elements?,Hydrogen,Hard,2,0,science-technology
7,"Who was the lead singer of the band ""Queen""?",Freddie Mercury,Easy,2,0,music
7,How many strings does a violin usually have?,Eight,Hard,2,0,science-technology
7,What is the name of Nirvana's debut album?,In Utero,Hard,2,0,music
7,Which field of study is the basis of the Tomb Raider?,Archaeology,Medium,3,0,science-technology
7,Name the creator of PS4?,Henrietta Jones,Hard,2,0,music
7,Which of the following programming languages is a front-end programming language: CSS? Java? Python? C? C++?,CSS,Easy,2,0,science-technology
7,In which part of the human brain are visual sensory information processed?,Right,Easy,2,0,science-technology
7,How many minutes is a soccer match?,40,Hard,1,0,science-technology
7,Who is the world record holder in the 100m sprint?,Usain Bolt,Easy,2,0,sports
7,How many matches did Mohammed Ali lose in his career?,0,Hard,2,0,sports
7,Name the school that Harry Potter attended,Hogwarts School of Wizardry and Witchcraft,Easy,3,0,for-kids
7,How many houses do exist in Hogwarts?,Four,Easy,3,0,for-kids
7,What is the name of the toy cowboy in Toy Story?,Woody,Easy,3,0,science-technology
7,What is the first name of compose Vivaldi?,Giovanni,Hard,3,0,music
7,Who made the highly rated 1959 jazz album Kind of Blue?,Jazzy McJazz,Hard,3,0,music
7,What is the world's most famous soccer video game?,FIFA,Easy,2,0,video-games
7,What is the name of the main character in Tomb Raider?,Lara Croft,Easy,3,0,video-games
7,In which year was the first Sega console released?,1978,Hard,3,0,music
7,What is the majority of the Cell nucleus?,Cell neclei,Hard,3,0,science-technology
7,What is periodic table 14th element?,Arginin,Hard,2,0,science-technology
7,What is translated from RNA in the Cell?,mRNA,Medium,3,0,science-technology
7,What sport is called soccer for americans and involve kicking a ball?,Football,Easy,3,0,sports
7,What sport in India resembles tag?,Bakkadi,Hard,3,0,sports
7,What is the longest distance flown in skiflying?,100m,Hard,3,0,science-technology
7,What is a baby dog called?,Puppy,Easy,3,0,science-technology
7,what colour is the sky?,Blue,Easy,3,0,science-technology
7,What Michael Jackson song had the first Music video on MTV?,Thriller,Medium,3,0,music
7,What is the common hearing range for a human?,50db,Hard,2,0,science-technology
7,What game is known for stealing cars and beating/killing people?,Grand Theft Auto,Easy,3,0,science-technology
7,What is the largest crowdsources videogame to date?,WoW,Easy,1,0,science-technology
7,In what popular videogame depicting the west against east did a third Eastern affected scifi side appear?,Sims,Hard,2,0,music
8,Who was the first programmer?,Ava Leonde,Hard,1,0,sports
8,"What compound is a common component of air pollution, but is essential in the upper atmosphere to protect life on earth?",O3,Medium,3,0,science-technology
8,What poisonous alkaloid is extracted from tobacco leaves and widely used as an insecticide?,Pitch,Hard,2,0,science-technology
8," How many players, including the goaltender, make up an ice hockey team?",7,Hard,2,0,sports
8,Who won the 2013 Tour de France?,Great Britain,Hard,1,0,sports
8,Which big country is closest to New Zealand?,Australia,Medium,3,0,science-technology
8,What is the first name of compose Vivaldi?,Antonio,Hard,3,0,music
8,What was the first console to have an analog stick and 3D graphics?,Nintendo 64,Medium,3,0,sports
8,True or False? A British man had his name legally changed to PlayStation.,False,Easy,3,0,music
8,In what SI-unit is thermodynamic temperature measured?,Kelvin,Easy,3,0,science-technology
8,What is the process of changing magnetic fields to generate power called?,Electromagnetic induction,Hard,3,0,science-technology
8,From which country does Handball origin?,Denmark,Easy,2,0,science-technology
8,In what band was John Lennon vocalist?,The Beatles,Easy,3,0,music
8,"On what album does ""Thunderstruck"" and ""TNT"" by AC/DC appear?",T.N.T,Medium,2,0,music
8,"In which year was the album ""Random Access Memories"" by Daft Punk released?",2010,Hard,2,0,music
8,Which company release the Playstation 4?,Sony,Easy,1,0,science-technology
8,Who is the creator of Mario?,Shigeru Miyamoto,Hard,3,0,video-games
8,How many game systems (consoles & portable consoles) has Nintendo release?,10,Medium,3,0,video-games
8,What is the formula for Newton's Second Law?,F = m*a,Medium,3,0,science-technology
8,How many holes are there in a round of a golf game?,24,Hard,3,0,sports
8,In what countries was the Rugby World Cup first held? ,GB,Medium,3,0,sports
8,What equals 10+10?,20,Easy,3,0,science-technology
8,What is the chemical formula for water?,H2O,Easy,3,0,science-technology
8,What was the name of the band that Michael Jackson was a part of with his siblings?,The Jackson 5,Hard,3,0,music
8,Who composed the classical music for the Swan Lake?,Czheicovsky,Hard,3,0,music
8,What game is Lara Croft associated with?,Tomb Raider,Medium,2,0,video-games
9,What does water turn in to below 0 degrees celsius?,ice,Easy,2,0,science-technology
9,What is the device called for locating objects under the sea?,radar,Medium,3,0,science-technology
9,What is the method called when you grow plants without using soil?,soiless planting,Hard,3,0,science-technology
9,How many players has a hockey team got on the ice? ,do not know,Medium,1,0,sports
9,What was the Olympic city of 1992?,Bercelona,Medium,2,0,sports
9,What do hungry people need?,food,Easy,3,0,science-technology
9,What is the capital of Hawaii?,Honolulu,Medium,3,0,science-technology
9,The Statue of Liberty was gifted to the United States by which country? ,France,Easy,3,0,music
9,Who rose to fame in 2008 with the release of the single I Kissed a Girl?,katy parry,Hard,2,0,music
9,In which European city was Swedish pop group ABBA formed in 1972?,stockholm,Hard,3,0,music
9,What is the better known stage name of Robyn Fenty?,do not know,Hard,1,0,science-technology
9,What is the game called that is sometimes abbreviated by CS?,Counter strike,Medium,3,0,video-games
9,In which game is every assassinated person a real historical person with accurate death date and place? ,do not know,Hard,3,0,video-games
9,Which year was Fallout 3 released?,2008,Hard,1,0,music
9,"What is the absolute value of -4? - ""4""? ""16""? ""-4""? ""0""?'",4,Easy,2,0,science-technology
