52;"Bases corrode metal. - ""False""? ""True""?";False;science-technology
53;"In what year did an airplane first hit 200 miles per hour? - ""1944""? ""1922""? ""1955""? ""1933""?";1922;science-technology
54;"What type of cells are Betz cells that are found in the human body? - ""Epithelial cells""? ""Neurons""? ""Striated muscle cells""? ""Melanocytes""?";Neurons;science-technology
55;"What is the term for the points in the lunar cycle when the tides range is minimal? - ""Ebb Tide""? ""Adoble Tide""? ""Perigean Tide""? ""Neap Tide""?";Neap Tide;science-technology
56;"This physician has been trained in the diagnosis and management of kidney disease. - ""Neurologist""? ""Nephrologist""? ""Urologist""? ""Proctologist""?";Nephrologist;science-technology
57;"Transcription is the process of creating what from the DNA template? - ""RNA""? ""Fatty Acids""? ""Protein""? ""A Double Helix""?";RNA;science-technology
58;"These are lumps of ice and dust.  When they get close enough to the Sun they gradually evaporate.  Jets of gas and dust create long tails that people can see from Earth. - ""Asteroids""? ""Comets""? ""UFOs""? ""Stars""?";Comets;science-technology
59;"Who was the first US Senator to fly on the Space Shuttle? - ""Bill Bradley""? ""Jake Garn""? ""Tom McMillan""? ""John Glenn""?";Jake Garn;science-technology
60;"There have been numerous debates over whether this moon, discovered in 1978, should be considered a satellite or a separate planet. - ""Nereid""? ""Nix""? ""Umbriel""? ""Charon""?";Charon;science-technology
61;"What is the symbol for Polonium? - ""Pl""? ""Pn""? ""P""? ""Po""?";Po;science-technology
62;"In the metric system, what unit is used to measure temperature? - ""degrees Fahrenheit""? ""degrees Centigrade(Celsius)""? ""degrees Rankine""? ""degrees Kelvin""?";degrees Kelvin;science-technology
63;"Which of these medical terms refers to air passages in the lungs? - ""Neurons""? ""Axons""? ""Terminals""? ""Bronchial tubes""?";Bronchial tubes;science-technology
64;"Io and Europa are two of the larger satellites of which Solar System planet? - ""Pluto""? ""Venus""? ""Saturn""? ""Jupiter""?";Jupiter;science-technology
65;"Proof was originally a play about a brilliant mathematician who worries about inheriting her fathers insanity. Which actress was the star of the 2005 movie of the same name? - ""Gwyneth Platrow""? ""Kate Blanchett""? ""Claire Danes""? ""Kirsten Dunst""?";Gwyneth Platrow;science-technology
66;"Which of the following primates is the closest related to humans?  (That is, this primate has more DNA in common with humans than any other living creature does.) - ""Lemur""? ""Chimpanzee""? ""Gorilla""? ""Orangutan""?";Chimpanzee;science-technology
67;"Mucus is a slippery secretion of the lining of various membranes typical for which system of the human body? - ""All of these""? ""Reproductive system""? ""Digestive system""? ""Respiratory system""?";All of these;science-technology
68;"Light, just as wind, has the ability to push objects in its path. - ""False""? ""True""?";True;science-technology
69;"If an object scatters light in all wavelengths, what color does it appear to be? - ""White""? ""Transparent""? ""Black""? ""Invisible""?";White;science-technology
70;"What is the name of the device used to measure the mass of atoms? - ""Submolecular weighter""? ""Atomometer""? ""Mass detector""? ""Mass spectrometer""?";Mass spectrometer;science-technology
71;"What is the building block of green plants that cant be broken down into sugar molecules and passes through the human body undigested? - ""dietary fiber""? ""glucose""? ""dextrose""? ""fructose""?";dietary fiber;science-technology
72;"This person developed the first system to produce donatable blood plasma and was the first director of a Red Cross Blood Bank in the USA. - ""William Osler""? ""Felix Bernstein""? ""Charles Richard Drew""? ""Franklin McLean.""?";Charles Richard Drew;science-technology
73;"There are more than 500,000 craters on the moon that can be seen from Earth. - ""False""? ""True""?";True;science-technology
74;"You need a Swiss ball to build a stronger chest and shoulders. - ""True""? ""False""?";False;science-technology
75;"One famous analog computer was the water integrator, which functioned by manipulation of water through a room of pipes and pumps, where the water levels represented numbers, and the rate of flow represented mathematical operations.  Which country built the water integrator? - ""Soviet Union""? ""Great Britain""? ""USA""? ""Germany""?";Soviet Union;science-technology
76;"Many credit this book by Rachel Carson with launching the environmentalist movement. - ""Soft Spring""? ""Silent Spring""? ""White Spring""? ""Our Spring""?";Silent Spring;science-technology
77;"The process of photosynthesis is carried out by which of these major cell organelles? - ""Mitochondria""? ""Ribosomes""? ""Chloroplasts""? ""Vacuoles""?";Chloroplasts;science-technology
78;"What is the symbol for Platinum? - ""Pt""? ""Pl""? ""P""? ""Pa""?";Pt;science-technology
79;"Mars moon Deimos orbits the closest to its planet of any moon in the Solar System. - ""True""? ""False""?";False;science-technology
80;"According to the Bible, Eve was made out of which of Adams bones? - ""Tibia""? ""Rib""? ""Rhombus""? ""Clavicle""?";Rib;science-technology
81;"The Earths atmosphere is about 78.8 % nitrogen and almost 21 % oxygen. This element is the third most abundant comprising about 0.93 % of the atmosphere. - ""Helium""? ""Krypton""? ""Phosphorous""? ""Argon""?";Argon;science-technology
82;"How long does it take Mars to complete one revolution around the sun? - ""225 days""? ""525 days""? ""456 days""? ""687 days""?";687 days;science-technology
83;"What is the symbol for Americium? - ""Am""? ""Ag""? ""Au""? ""Ac""?";Am;science-technology
84;"Which disease is treated by Synthroid (levothyroxine)? - ""Multiple Sclerosis""? ""Congestive Heart Failure""? ""Erectile Dysfunction""? ""Hypothyroidism""?";Hypothyroidism;science-technology
85;"Which of these represents the locus of points, the sum of whose distances from two given points is equal? - ""An ellipse""? ""A parabola""? ""A circle""? ""A hyperbola""?";An ellipse;science-technology
86;"In 1993 the Scottish hotel-owner Campbell Aird received a bionic organ, which was the first of its kind. This is the organ. - ""Ear""? ""Arm""? ""Leg""? ""Eye""?";Arm;science-technology
87;"Which company paid for the first TV ad? - ""Dawn (dishwashing detergent)""? ""Bulova (watches)""? ""Colgate (toothpaste)""? ""Tide (laundry detergent)""?";Bulova (watches);science-technology
88;"Which mammal has the most teeth? - ""The spinner dolphin""? ""The tiger seal""? ""The dingo""? ""The giant armadillo""?";The spinner dolphin;science-technology
89;"How many nucleotides of DNA does it take to encode a single amino acid in a given protein? - ""10""? ""3""? ""25""? ""1""?";3;science-technology
90;"What term do scientists use to denote the gradual warming of the planet due to absorption of infrared radiation by the atmosphere? - ""Greenhouse effect""? ""Ozone depletion""? ""Atmospheric termoincrease""? ""Global dimming""?";Greenhouse effect;science-technology
91;"There are twelve cranial nerves, two of which do not join the brainstem. Which are these two nerves? - ""maxillary and mandibular""? ""vagus and accessory""? ""olfactory and optical""? ""trigeminal and trochlear""?";olfactory and optical;science-technology
92;"The mathematical constant Pi has an important role in calculating the period of a pendulum. - ""False""? ""True""?";True;science-technology
93;"What is the nearest star to the Sun? - ""Deneb""? ""Vega""? ""Proxima Centuori""? ""Polaris""?";Proxima Centuori;science-technology
94;"What would be the Earth like without evaporation? - ""Cooler""? ""None of these""? ""Greener""? ""Warmer""?";Warmer;science-technology
95;"Taste is related to what other basic sense? - ""Balance""? ""Vision""? ""Hearing""? ""Smell""?";Smell;science-technology
96;"Found in tonic water, quinine is commonly used to treat malaria. - ""False""? ""True""?";True;science-technology
97;"The clavicle is the bone that connects your upper arm to the rest of your body via your shoulder. What is the clavicle more commonly known as? - ""the shoulder bone""? ""the collar bone""? ""the neck bone""? ""the shin bone""?";the collar bone;science-technology
98;"In 1952, this disease struck the U.S. and became the worst epidemic in the nations history at that time. - ""Small Pox""? ""Malaria""? ""Whooping Cough""? ""Polio""?";Polio;science-technology
99;"What was the animal featured in the insignia of the Apollo 11 mission, the first mission to land a human being on the Moon? - ""A hawk""? ""An eagle""? ""A bear""? ""A lion""?";An eagle;science-technology
100;"Plaque and bacteria begin to accumulate approximately this long after eating. - ""20 minutes""? ""30 minutes""? ""5 minutes""? ""60 minutes""?";20 minutes;science-technology
101;"The skin has its own ecosystems of microorganisms, including yeasts and bacteria, which cannot be removed by washing. - ""True""? ""False""?";True;science-technology
102;"This part allows the tilting of the microscope at various angles. - ""Inclination joint""? ""Adjustment knob""? ""Stage Clip""? ""Arm""?";Inclination joint;science-technology
103;"Between 1997 and 2006, there were how many reported deaths from lightning? - ""393""? ""437""? ""750""? ""825""?";437;science-technology
104;"The Kasson Metric Act of 1866 made the Metric System the official system of the USA, although it was repealed in 1873. - ""False""? ""True""?";False;science-technology
105;"What is the maximum angle of field of vision compound eyes can have? - ""290 degrees""? ""360 degrees""? ""310 degrees""? ""200 degrees""?";360 degrees;science-technology
106;"Which animal has the longest gestation period? - ""Polar Bear""? ""Black Salamander""? ""Dung Beetle""? ""Sumatran Rhino""?";Black Salamander;science-technology
107;"In the US, all Medicare Part A participants pay a premium for the service. - ""False""? ""True""?";False;science-technology
108;"What is the other name for the Achilles tendon, which acts as a connection between the calf and the heel in humans? - ""Glenohumeral joint""? ""Calcaneal tendon""? ""Teres major""? ""Chordae tendinae""?";Calcaneal tendon;science-technology
109;"Which vehicle can also transport data? - ""Ship""? ""Car""? ""Plane""? ""Bus""?";Bus;science-technology
110;"What did alchemists associate the planets with? - ""Women""? ""Animals""? ""Metals""? ""Dreams""?";Metals;science-technology
111;"Octo is a prefix meaning eight.  An Octopus has eight legs. An octagon has exactly 8 sides.  An Octogenarian is at least 8 decades old.  What is the eighth month? - ""November""? ""August""? ""October""? ""September""?";August;science-technology
112;"This country has more Internet Service Providers than any other non-English speaking country. - ""Russia""? ""Czech republic""? ""Romania""? ""Brazil""?";Czech republic;science-technology
113;"Jupiter, the largest planet in the Solar system, is the ruling planet of which astrological sign? - ""Aries""? ""Gemini""? ""Sagittarius""? ""Libra""?";Sagittarius;science-technology
114;"What was the name of the man who invented logarithms? - ""Rene Descartes""? ""John Napier""? ""Blaise Pascal""? ""Robert Recorde""?";John Napier;science-technology
115;"What vein is usually the first choice when selecting a site for venipuncture? - ""Median Cubital""? ""Accessory Cephalic""? ""Cephalic""? ""Basilic""?";Median Cubital;science-technology
116;"What animals are used in the treatment of mood disorders such as depression? - ""Parrots""? ""Dolphins""? ""All of these""? ""Dogs""?";All of these;science-technology
117;"What was the first privately financed craft to go into outer space? - ""The SpaceX Dragon""? ""MIR""? ""SpaceHab""? ""SpaceShipOne""?";SpaceShipOne;science-technology
118;"The fundamental book The C Programming Language was written in 1978 by BWK and what other computer scientist? - ""DRM""? ""DMR""? ""MDR""? ""RMD""?";DMR;science-technology
119;"This is an early computation device used in the 12th century by the Chinese. - ""Abacus""? ""Pascaline""? ""Napiers Bone""? ""Jacquards Loom""?";Abacus;science-technology
120;"In 2002, which battery manufacturer announced the development of a battery, which would fully recharge in 15 minutes or less? - ""Duracell""? ""Rayovac""? ""Energizer""? ""Sony""?";Rayovac;science-technology
121;"All arteries carry oxygenated blood from the heart to the rest of the body. - ""False""? ""True""?";False;science-technology
122;"This is the number of fundamental interactions. - ""4""? ""2""? ""8""? ""6""?";4;science-technology
123;"What is the average temperature on the Martian surface? - ""23 degrees Celsius""? ""-23 degrees Celsius""? ""0 degree Celsius""? ""100 degrees Celsius""?";-23 degrees Celsius;science-technology
124;"The Antecubital Fossa is the major vein in the arm for intended vein puncture. - ""True""? ""False""?";False;science-technology
125;"Which of these animals have no teeth? - ""snails""? ""Turtles""? ""Hares""? ""Wombats""?";Turtles;science-technology
126;"Bone surfaces are not featureless and smooth but are scarred with an array of bumps, holes, and ridges called bone markings.   What is the name of a bone marking which is very large, blunt and irregularly shaped? - ""Crest""? ""Tuberosity""? ""Trochanter""? ""Tubercle""?";Trochanter;science-technology
127;"It is the longest river in the world - ""Themes""? ""The Amazon""? ""The Nile""? ""Danube""?";The Nile;science-technology
128;"Listening to what type of music is recommended for people who suffer from mood disorders? - ""Loud music""? ""Soft music""? ""Jazz""? ""Rock and roll""?";Soft music;science-technology
129;"What is the main protein found in the egg white? - ""Ovalbumin""? ""Fibrin""? ""Gluten""? ""Phosphoprotein""?";Ovalbumin;science-technology
130;"The phenomenon that leads individual consumers and producers to equilibrium with the market is defined by which term in economics? - ""The invisible hand""? ""The free-rider problem""? ""The price ceiling""? ""Government regulations""?";The invisible hand;science-technology
131;"This microscope part supports the glass slide and the specimen. - ""Revolving nose piece""? ""Stage clip""? ""Draw tube""? ""Arm""?";Stage clip;science-technology
132;"How many pecks are in 8 bushels? - ""32""? ""16""? ""36""? ""24""?";32;science-technology
133;"The growth hormone is released from this gland. - ""Pancreas""? ""Hypophysis""? ""Adrenal Gland""? ""Pineal Gland""?";Hypophysis;science-technology
134;"Venus is the third brightest object in the sky after the Sun and what other object? - ""Proxima Centuri""? ""Aldeberan""? ""Sirius""? ""The Moon""?";The Moon;science-technology
135;"Which term refers to the study of atmospheric dust and its effect on life on Earth? - ""lithology""? ""coniology""? ""tricology""? ""vexillogy""?";coniology;science-technology
136;"While muscle stimulation occurs during weight lifting and resistance exercises, muscle growth occurs later when the muscles are at rest. - ""False""? ""True""?";True;science-technology
137;"This scientist, winner of the 1908 Nobel Prize in Physiology or Medicine, was the first to notice the existence of blood-brain barrier. - ""Edwin Goldman""? ""Dr. Marian Diamond""? ""Walter Dandy""? ""Paul Ehrlich""?";Paul Ehrlich;science-technology
138;"What is the science of colors called? - ""Chromatics""? ""Chromatology""? ""Colorology""? ""Coloritics""?";Chromatics;science-technology
139;"What is the name for a band of the celestial sphere centered on the ecliptic and encircling the sky? - ""Vernal Equinox""? ""Zodiac""? ""Photosphere""? ""Corona""?";Zodiac;science-technology
140;"Twinkies, the sponge cake with creamy filling, created by Hostess, have an indefinite shelf life. - ""True""? ""False""?";False;science-technology
141;"Of all of the Postulates of Euclid, one stood out as a big sticking point. To this day it involves such things as space travel, physics, and triangles. Which postulate was it? - ""2""? ""3""? ""4""? ""5""?";5;science-technology
142;"Two angles of a triangle are 4 degrees and 56 degrees, respectively. How large is the  third angle? - ""60 degrees""? ""45 degrees""? ""120 degrees""? ""30 degrees""?";120 degrees;science-technology
143;"According to gravity laws, if a bowling ball and a feather are dropped simultaneously from the same height the bowling ball will hit the ground first because it has greater inertia. (In this case we ignore the effects of air resistance.) - ""False""? ""True""?";False;science-technology
144;"Marijuana is produced from parts of the male cannabis plants. - ""True""? ""False""?";False;science-technology
145;"What are the abbreviations on prescriptions called? - ""sib abbreviations""? ""sig codes""? ""sif abbreviations""? ""sic codes""?";sig codes;science-technology
146;"In which ody part of the human body can the Darwins tubercle be found in some individuals? - ""Ear""? ""Tongue""? ""Nose""? ""Eyelid""?";Ear;science-technology
147;"Early amphibians such as Icthyostega evolved during what geological period? - ""Silurian""? ""Carboniferous""? ""Permian""? ""Devonian""?";Devonian;science-technology
148;"This material on the surface of a lithosphere is the subject of study of pedology. - ""turf""? ""rock""? ""rain""? ""soil""?";soil;science-technology
149;"What does australo mean? - ""South Africa""? ""South""? ""The Australian Outback""? ""Australia""?";South;science-technology
150;"Which of the following is not a heart valve? - ""Carotid Valve""? ""Tricuspid valve""? ""Mitral Valve""? ""Pulmonary Valve""?";Carotid Valve;science-technology
151;"Erythrocytes are a type of blood cells, consisting mainly of hemoglobin. What does the word erythro mean? - ""Red""? ""Knowledge""? ""Cell""? ""White""?";Red;science-technology
152;"The fruit of the poisonous Jerusalem cherry is very similar to which of these? - ""Morello cherry""? ""Apricot""? ""Cranberry""? ""Cherry tomato""?";Cherry tomato;science-technology
153;"Which hat is a distribution of the Linux operating system? - ""Black Hat""? ""White Hat""? ""Red Hat""? ""Blue Hat""?";Red Hat;science-technology
154;"The irrational mathematical constant, Pi has its own architectural monument in London, which was decorated with William Shanks version of the first 700 decimal places in 1937. - ""False""? ""True""?";False;science-technology
155;"What is marijuanas primary active ingredient? - ""THC""? ""TCB""? ""TAC""? ""TBC""?";THC;science-technology
156;"Treatment of asthma with a long-acting beta agonist is inadvisable unless you are also treating the asthma with a steroid. - ""True""? ""False""?";True;science-technology
157;"What US state enacted Proposition 215, the Compassionate Use Act, which allowed sick and dying patients to legally use marijuana for medicinal purposes? - ""Alabama""? ""Hawaii""? ""California""? ""Ohio""?";California;science-technology
158;"Tooth enamel is the hardest substance in the body. - ""False""? ""True""?";True;science-technology
159;"If I am a superficial muscle of the human body having two prominent bellies, then where am I located? - ""Leg""? ""Hip""? ""Head""? ""Arm""?";Leg;science-technology
160;"On average, only one baby in 10,000,000 is born with a tooth. - ""False""? ""True""?";False;science-technology
161;"Which casino game gives you the best chance of winning? (We assume that no cheating is involved.) - ""Keno""? ""Slot machines""? ""Blackjack""? ""Craps""?";Blackjack;science-technology
162;"The epicardium is also known as the visceral pericardium. - ""True""? ""False""?";True;science-technology
163;"A tendon is a tough band of fibrous connective tissue that connects a muscle to a bone. - ""False""? ""True""?";True;science-technology
164;"When the white part of the egg is aerate or whipped to a light, fluffy consistency known as soft peaks and stiff peaks what sort of dessert or topping do you have? - ""Custard""? ""Ice Cream""? ""Mustard""? ""Meringue""?";Meringue;science-technology
165;"What is the symbol for Bismuth? - ""Bs""? ""B""? ""Bi""? ""Bm""?";Bi;science-technology
166;"As this is the closest planet to the Sun, its temperatures at the surface range between -300 and 800 F (hot enough for lead to melt). - ""Neptune""? ""Mercury""? ""Pluto""? ""Venus""?";Mercury;science-technology
167;"What is the symbol for Nickel? - ""N""? ""Nc""? ""Nk""? ""Ni""?";Ni;science-technology
168;"This celebrity had a twin brother who died at birth. - ""Madonna""? ""Michael Jackson""? ""Elton John""? ""Elvis Presley""?";Elvis Presley;science-technology
169;"The first e-mail message was sent in this year by Ray Tomlinson. - ""1979""? ""1964""? ""1983""? ""1971""?";1971;science-technology
170;"Which of the following Solar System planets was not named after a Greek or Roman God? - ""Mercury""? ""Saturn""? ""Uranus""? ""Earth""?";Earth;science-technology
171;"Which of these values signifies the greatest temperature? - ""One degree Fahrenheit""? ""One degree Celsius""? ""One degree Rankine""? ""One degree Kelvin""?";One degree Celsius;science-technology
172;"What does the scientific name of the King cobra, Ophiophagus, mean? - ""Royal snake""? ""Elephant killer""? ""Deadly reptile""? ""Snake eater""?";Snake eater;science-technology
173;"What was the second planet from the Sun called by the Greeks? - ""Aphrodite""? ""Phosphorus""? ""All of these""? ""Hesperus""?";All of these;science-technology
174;"Calculate 6! - ""36""? ""21""? ""216""? ""720""?";720;science-technology
175;"What is the meaning of the prefix paleo (as in the Paleolithic Age)? - ""Meso""? ""New""? ""Modern""? ""Old""?";Old;science-technology
176;"Apricots contain carotenoids and antioxidants that may help to prevent heart disease. - ""False""? ""True""?";True;science-technology
177;"What is the subject of study of thanatology, personified in Greek mythology by Thanatos? - ""death""? ""plague""? ""birth""? ""grave""?";death;science-technology
178;"Which type of doctor deals with removing hemorrhoids? - ""Endocrinologist""? ""Urologist""? ""Vascular surgeon""? ""Proctologist""?";Proctologist;science-technology
179;"Alopecia is the medical term which refers to baldness. - ""False""? ""True""?";False;science-technology
180;"Which one of these organelles is a part of the endomembrane system of eukaryotic cells? - ""Chloroplast""? ""Mitochondrion""? ""Endoplasmic reticulum""? ""Nucleus""?";Endoplasmic reticulum;science-technology
181;"Elasticity is a term in economics which refers to the proportional change in two variables related to each other. For example, if you earn $80,000 a year and use cable TV service that costs you $100 per year, your demand for the cable service is likely to be what? - ""Inelastic""? ""Perfectly inelastic""? ""Elastic""? ""Perfectly elastic""?";Inelastic;science-technology
182;"Which art term is also used to refer to dependencies between computer applications or processes? - ""Choreography""? ""Screenplay""? ""Directing""? ""Libretto""?";Choreography;science-technology
183;"Which part of a cell contains the chromosomes or genetic material? - ""Endoplasmic Reticulum""? ""Cytoplasm""? ""Golgi Apparatus""? ""Nucleus""?";Nucleus;science-technology
184;"Which type of car did Einstein own while in the USA ? - ""Buick""? ""Packard""? ""Ford""? ""None""?";None;science-technology
185;"The fine adjustment knob of the microscope is used to move the body tube when focusing the specimen under the low power objective. - ""True""? ""False""?";False;science-technology
186;"Find the missing number in the following sequence:  8, 16, 28, 44, ___, 88, 116, 148, 184. - ""48""? ""56""? ""64""? ""52""?";64;science-technology
